﻿原文,译文
很好。我们放你的[i]一个[/i]同伴走。,
听着，我是说，你和[Player:Name]该打一场，我就坐到那边那棵树下看着，顺带把昨晚剩下的蜜酒喝完。,
索尔大步上前，一把攥住船头，将那海马连同舱底的积水、船桨和戽斗一并发力，悉数扛起；他竟把那巨人的鲸鱼与小船一道扛在肩上，径直穿过树林山脊。,
{轻轻推开他。}对不起，我无法回应你的心意。,
够了！拿剑自卫吧！,
这种事我实在忍不了。怎么就有人能干出这样的事来？,
我们军队的集结情况如何？,
离开长屋前，别忘了把武器装备上。打开物品栏，把剑和盾拖进你的装备栏。,
她微微侧身，目光越过你，慢悠悠地从你身后的侍卫们身上一一滑过。,
大概吧。,
我这会儿正教小梅金比约恩给他爹做根新桨呢，那老家伙用旧桨生生砸断了一个掠袭者的脊背。哈！,
啊，荣幸之至。不知大人想商议何事？,
你费了些功夫才找到利奥弗里克倒下的地方。令人意外的是，这位埃奥福维克冠军居然一息尚存。,
他不动声色地接过毒药，将其掖进衬衣底下藏好。,
莫尔坎特的长袍,
他面露迟疑，仿佛答案实在太过浅白。,
无论是斯克耶恩、那条河还是峡湾，我的防线都固若金汤。我乃奥克尼群岛的雅尔，亦是诺森布里亚与皮克塔维亚的[Player:国王/女王]。,
哼，那根绳子看起来[i]可真够[/i]可疑的。,
内菲亚拔剑出鞘，步入圈中，与阿斯莱夫相对而立。西格丽德朝她的对手打了个手势。,
你已经帮了我一个大忙。科纳尔及其氏族，至今仍是我统治最大的一根心头刺。,
西格丽德不自在地挪了挪重心。,
我可不信这套。我见过你们这帮人乘的船，高大狰狞的战舰，船舷挂满盾牌，船头刻着兽形怪物。,
哦？一笔交易。我答应了。,
不过，在里伯待的这一辈子，我已经受够了。,
她无力地抬起双手，一摊。,
你这毫无人性的疯子。,
跟随艾菲，去见那个可能知晓科纳尔下落的年轻女子。,
我不会原谅你的，[Player:Name]。你背叛了我们。,
先看你能否从战场上活下来[i]再说[/i]。[i]然后[/i]我们再看功劳归谁。,
可你难道就不想知道缘由？或者经过？唯一清楚那边发生了什么的人，只有格里穆尔夫，而他至今守口如瓶。,
最终，你力辩流放乃唯一可行之道，雄辩滔滔，连厄尔林格自己的女儿都转而恳求他接受你的裁决。,
彩绘者究竟是些什么人？,
他自然不会心甘情愿地交出那东西，不过你已证明自己身手了得。去跟塔拉谈谈，她会告诉你上哪儿去找他。,
阁下对我们这座教堂的兴趣，我固然感激，但为了所有人的安全，我必须请你离开。,
你的扈从们花了几个钟头在附近搜查踪迹，却连猎物的丝毫痕迹都未曾发现。,
{查看。},
兄弟，愿上帝佑你疾行——,
你把这里打理得真出色，[Player:Name]。就连格里姆瓦尔德那老骨头，都不再对你的统领指指点点了。,
再会了。,
倘若你肯让你的战士效忠于我，我保证你的城镇可保独立。,
替那个幸存者寻个去处。,
他们不动声色地交换了一记眼神，但那点细微动作，并未能逃过你的眼睛。,
好了……告别这事，越是拖延便越是难开口。愿诸神之风鼓满你的船帆，我的[Player:孩子]。,
你怎会认为我们会被处死？,
你若能在此长住，多半还能再见到他。他每年夏天都会从西福尔扬帆前往奥克尼群岛，一路沿着海岸劫掠。,
内菲亚将一只手搭上你的肩头。,
也不知怎的，斯卡拉格里姆竟在一片混乱中寻到了你。,
{握住他的手。},
他们有宝藏吗？嗯？那高墙后面可藏着大笔财富？,
我眼下无法离开，尚有一事未了。必须有人，为那孩子的性命付出代价。,
你叔叔格里穆尔夫的那柄双手斧，已然卖给了奥克尼群岛的智者斯泰因——这仿佛是一个标志，意味着格里穆尔夫的浪游岁月就此终结。,
你搜寻良久，却几乎找不到任何能揭示这些战士身份的线索。不过，你倒认为自己或许能从他们身上回收部分兵甲——免得任由风雨侵蚀，白白糟蹋了上好的钢铁和结实的皮革。,
救救我！[i]来人啊！[/i],
{饶他一命。} 希望你好好享受了宝座上的那点滋味。如今它是我的了。,
你看见赫罗德盖尔达了吗？,
拿下这头雄鹿，咱们回去。我俩都得好好睡一觉。,
回你的长屋去，告诉你母亲你都发现了什么。,
他的一名手下端来一碗鱼和根茎蔬菜熬的汤，外加几块还算新鲜的面包。你们两边的扈从都在别的屋里吃饭，所以你和斯泰因得以独享宽敞的空间。,
斯凯恩正在造一艘新的长船。[Player:Name] [Player:Lastname]已经雇了一队船员。[Player:He/She]打算向西航行。,
哎哟哟！这不是我的老朋友，斯凯恩领主嘛。,
现在怎么办？我们从这里再往哪儿去？,
你！你是怎么——？！,
我们干脆联手，一起把那座塔拿下来？,
卫兵队长仔细打量着你的衣着和你的扈从。你周围，好几处交谈声都渐渐平息下来。,
当我什么都没说。,
你把最不起眼的小物件——钱币、戒指、手镯——塞进口袋，这些东西容易藏。如果他们搜身，但愿不会搜得太仔细。,
{离开。},
这样我们也就有时间从诺森布里亚召集援军了。埃塞尔雷德的民兵多少能扳回些局面。,
我们还剩些留念的物件——算不上什么财富，但也够找个地方落脚了。我们会往南去麦西亚寻个生计。求你，收下吧——我们不会有事的。,
漂亮的一击，但还放不倒我！,
你捆住他父亲双手的时候，两人中年轻的那个眼神空洞地望着。他转身就跑，老人则垂头丧气地顺从了新主子。,
那谁来照看内菲娅？你以为你去外面就能护住她？你以为你能护她躲过那些恐怖之物？那些东西可是夺走了你父亲的性命——他可是族人中从未有过的伟大战士啊！,
莫尔坎特缓缓点头，目光紧紧钉在牧师那具毫无生气的尸首上。,
我们给她弄来药了。没有用吗？,
好——那能拖住他们一阵子，咱们趁势直奔国王大厅。,
我想听听你对扈从队里其他人的看法。,
她发出一声微颤的叹息，手指舒展开，轻抚着你的手背。,
这事应该可行。一支庞大的舰队正泊在奥克尼群岛，等你号令。我们手头有一千多名战士可供驱策。,
他们穿的是什么颜色的衣甲？,
我也看出来了。这么一来，事情确实有趣多了，不是吗？,
[i]用手引导学识！[/i],
唔，那小子呢？他这会儿早该到了。,
当然啦！一百厄尔图格银币，再不济，你身上有什么等值的东西都行，它就是你的了。,
你胆子不小，容貌也动人。我可不愿让你这样的女人过早踏入芙蕾雅的殿堂。,
只要我们能摸到牢门旁边，[Player:Name]兴许就能加入战斗，只要[Player:he/she]伤得不太重。,
贡纳尔俯过身来细瞧那条项链。,
弗尔克范格在等着……,
我猜，是缪斯女神差你来制止我以诗艺犯下的罪行吧。,
愿你健壮幸运，领主。,
{检查它们。},
这是我们的洞，那宝藏也是我们的！甭想就这么大摇大摆闯进来，拿走不是你的东西！,
内菲娅讽刺地哼了一声。,
盾女轻哼一声。,
斯卡拉格里姆的扈从们正忙着把从村里抢来的一袋袋战利品往三艘船上装。饶是如此，他脸上仍是一副恼火的模样。,
解释一下你的行径。,
重建吧。众神在试探你。去打动他们，别退缩。,
“精灵骑士”对你露出一个试探的微笑。,
至于我这头，我献上自己的盾——[i]奥丁之盾[/i]，作为我效忠的信物。,
哈！几乎算不上什么功劳。不过是你把他们赶跑的？,
你知道的……咱们现在大可以一走了之。我们没什么可搭进去的，永远也不会有人知道。,
那支小小的商队停在二十步开外。衣饰考究的汉子先跟一名战士匆匆交语几句，随即在两名全副武装的卫士左右簇拥下朝你走来。兵刃未出，他双手向前摊开，掌心冲着你。,
取消,
战斗结束，皮匠威利布罗德正缓慢地从落叶堆里苏醒过来。,
你[i]击败[/i]了和平者贡纳尔？要是真的，那你和你的战士可真就所向无敌了。,
不碍事。望你早些好转。,
男孩点了点头。他妹妹依旧一言不发。,
那人倒是真正尝到了厮杀的滋味——跟他那些兄弟可不一样。记住我的话，[Player:Name]：真正的纽带要在战斗中锻造，而不靠血脉凝结。,
很好。我的侍卫队里，可容不下软弱的男人。,
这到底算是什么考验？,
我们即将面临许多危险。我希望你能独当一面。,
{展示塞法的项链。}你可曾见过像这样的项链？,
你若敢动基利安一根汗毛，我发誓必叫你血债血偿，断子绝孙。,
我认为[Player:Name]既无资源也缺乏经验，无法掌管峡湾沿岸如此关键的战略要地。,
他俯身过来，把声音压低了些。,
那家伙招了吗？你都查出了些什么？,
我们这位未来的国王，性子可真够烈的，不是吗？,
他不耐烦地哼了一声。,
战斗结束了，四周死一般的寂静，震耳欲聋。凯蒂尔死死盯着埃尔林格的尸体。,
“冒险”。这个词曾承载着我所有的梦想——那苍翠的森林，广阔的海洋。我想，我大概从未真正掂量过它的分量。,
心烦意乱的[Name]揪着村长的衣领。老头儿虽然血流如注，但还有一口气在。,
阿斯莱夫看上去一副扬眉吐气的样子，仿佛一切都印证了他的话。,
当心，别过分依赖它。,
这个地方非常适合打伏击。你想在此等候诺森布里亚使团的到来吗？,
击败聚集在此保卫教堂的教士和朝圣者。,
算是吧。说来也怪，我顶着杀父仇人的姓氏活了这么久，却一直没去想过。直到我们站在那儿——我父母的坟前，我才回过神来。,
地上那根绳子——肯定有陷阱！,
我们怎么打架，关你屁事？,
她们是芭德布、玛查和阿南德。她们会化作渡鸦，飞临战场上空，预示着厄运与战死。,
你提起“玛多尔之子”，这是什么意思？,
间谍信物,
不！他们杀进来了！这怎么可能，那些防御工事都——！,
重刀,
我无意左右你的决定，[Player:Name]。只是别忘了，就算我们替皮克塔维亚或诺森布里亚拿下邓弗里斯，我们也照样能找到为自己夺权的机会。,
别扯那些权谋了，直说吧，你要什么。,
怎么是一堆兽皮？,
她又垂下眼帘，声音轻得几乎像在嘟囔。,
还有，你要是聪明，就别到处去打听那个隐士的事儿。,
你们想干什么，外乡人？我知道，这事儿跟你们绝对脱不了干系。,
[Cautioner:Name]谨慎地出言提醒。,
就在他攥紧拳头，一把抓住包裹的那一刹那，你拔出利刃，猛地刺进他的腹部，接着顺势一划，将他腹中的脏器绞得稀烂。那匪徒厉声惨叫，仰面倒在了雪地里。,
大约过了一个时辰……,
我向来跟父亲不太像。恐怕帮不上什么忙。,
最终，小船开始进水，那团烈焰就这么沉入海底，悄然熄灭。这葬礼，称得上是任何人梦寐以求的了。,
那船吃水很深，绝不像是空的，可你却没看见船上有人。船上一根孤零零的桅杆竖着，却没挂帆。,
